On,192.168.11.168,192.168.11.168,00:50:B6:EF:9B:4A
On,192.168.11.164,192.168.11.164,6C:4B:90:CA:41:4F
On,192.168.11.165,192.168.11.165,00:50:B6:A3:24:05

